String	Entity	Performance	Usability	Security	Others	Sentiment
"Still, ""How to set it up""?Like for Annotation processors, there seems to be some entry in a META-INF file that makes your tree-aware class known to javac. Anyone knows a good example for ,com.sun.source.tree.*,?"	tree-aware	0	1	0	1	o
"Yes, that does the trick! Thanks. Will there be any adverse effect if I use Lists rather than Sets?"	Lists	0	1	0	0	o
"Yes, that does the trick! Thanks. Will there be any adverse effect if I use Lists rather than Sets?"	Sets	0	1	0	0	o
"Looks like tomcat provides monitoring facility through JMX. Please look up ,tomcat.apache.org/tomcat-6.0-doc/monitoring.html"	tomcat	0	0	0	1	p
"Looks like tomcat provides monitoring facility through JMX. Please look up ,tomcat.apache.org/tomcat-6.0-doc/monitoring.html"	JMX	0	0	0	1	o
To Dean J & tangens: Thanks! I'm novice here.	J	0	0	0	0	n
To Dean J & tangens: Thanks! I'm novice here.	tangens	0	0	0	0	p
"one more -> ,code.google.com/p/guava-libraries"	->	0	0	0	1	o
"one more -> ,code.google.com/p/guava-libraries"	code.google.com/p/guava-libraries	0	0	0	1	o
#NAME?	Foundation	0	0	0	1	o
#NAME?	Eclipse	0	0	0	1	o
The problem of using pageInfo.totalresults is that sometimes the number of items actually returned is different from pageInfo.totalresults. When I run the code above here the pageInfo.totalresults is 236 but some pages returns 49 or 48 itens and in I ended up with 232 itens in total. So... I really must check when no more itens are returned. :)	pageInfo.totalresults	0	1	0	0	o
The problem of using pageInfo.totalresults is that sometimes the number of items actually returned is different from pageInfo.totalresults. When I run the code above here the pageInfo.totalresults is 236 but some pages returns 49 or 48 itens and in I ended up with 232 itens in total. So... I really must check when no more itens are returned. :)	pageInfo.totalresults	0	1	0	0	o
"It's youtube api bug. You can go here ,code.google.com/p/gdata-issues/issues/detail?id=7163, and ""star it"" so it gets more attention"	code.google.com/p/gdata-issues/issues/detailid=7163	0	0	0	1	o
"It's youtube api bug. You can go here ,code.google.com/p/gdata-issues/issues/detail?id=7163, and ""star it"" so it gets more attention"	star	0	0	0	1	o
"I've added useLibrary but I'm still getting in this ""Unable to find optional library: org.apache.http.legacy"" error in my build?"	useLibrary	0	0	0	1	n
"I've added useLibrary but I'm still getting in this ""Unable to find optional library: org.apache.http.legacy"" error in my build?"	library	0	0	0	0	n
"I've added useLibrary but I'm still getting in this ""Unable to find optional library: org.apache.http.legacy"" error in my build?"	org.apache.http.legacy	0	0	0	1	n
"good question! well... it has been long time that I didn't check gravatar API, i'll revisit and see if any update needed. plz let me know if anything specific is needed, your contribution is also welcome"	gravatar	0	0	0	0	p
"good question! well... it has been long time that I didn't check gravatar API, i'll revisit and see if any update needed. plz let me know if anything specific is needed, your contribution is also welcome"	i'll	0	1	0	1	o
"See ,stackoverflow.com/questions/12481539 , . And also ,jersey.java.net/documentation/latest/security.html"	See	0	0	0	1	o
"See ,stackoverflow.com/questions/12481539 , . And also ,jersey.java.net/documentation/latest/security.html"	stackoverflow.com/questions/12481539	0	0	0	1	o
"They somewhat stop maintaining at Java 6 since they mention on thei HP: ""Java 5/6 support. Java 7 coming soon"""	Java	0	0	0	0	n
"They somewhat stop maintaining at Java 6 since they mention on thei HP: ""Java 5/6 support. Java 7 coming soon"""	5闂?闂?	0	0	0	0	o
"Sadly, it doesn't support the spring WEB-MVC annotations, yet."	annotations	0	0	0	1	n
"Sadly, it doesn't support the spring WEB-MVC annotations, yet."	yet	0	0	0	1	n
"I disagree for the historical argument. If you take a look at the Java 1.0 API, you will find, that the methods have always been present in System and Runtime."	Java	0	0	0	0	o
"I disagree for the historical argument. If you take a look at the Java 1.0 API, you will find, that the methods have always been present in System and Runtime."	System	0	0	0	0	o
"I disagree for the historical argument. If you take a look at the Java 1.0 API, you will find, that the methods have always been present in System and Runtime."	Runtime	0	0	0	0	o
"Note for anyone looking for this: Aether has been adopted by the apache foundation and renamed to maven-resolver: ,mvnrepository.com/artifact/org.apache.maven.resolver"	Aether	0	0	0	1	o
"Note for anyone looking for this: Aether has been adopted by the apache foundation and renamed to maven-resolver: ,mvnrepository.com/artifact/org.apache.maven.resolver"	maven-resolvermvnrepository.com/artifact/org.apache.maven.resolver	0	0	0	1	o
"I've also found this to be useful: ,com4j"	useful	0	1	0	0	p
"I've also found this to be useful: ,com4j"	com4j	0	1	0	0	p
"this file that i am trying to send where does the code look for the file because it saying ""java.io.FileNotFoundException: file.txt"""	java.io.FileNotFoundException	0	0	0	1	o
"this file that i am trying to send where does the code look for the file because it saying ""java.io.FileNotFoundException: file.txt"""	file.txt	0	0	0	1	o
"This is a good place to start off faster: ,youtube.com/watch?v=Ip0T91q70PA"	This	1	0	0	1	p
"This is a good place to start off faster: ,youtube.com/watch?v=Ip0T91q70PA"	youtube.com/watchv=Ip0T91q70PA	1	0	0	1	p
"yes I know, for simplicity I left out try-catch block and for Production code you have to support both 1.0 and 1.1 (so your and mine code combined). What I did was first try to unmarshall using schema10, if it throws an exception, i tried using schema11 (for 1.1). If that fails again that file is not a supported GPX file."	1	0	1	0	0	o
"yes I know, for simplicity I left out try-catch block and for Production code you have to support both 1.0 and 1.1 (so your and mine code combined). What I did was first try to unmarshall using schema10, if it throws an exception, i tried using schema11 (for 1.1). If that fails again that file is not a supported GPX file."	schema10	0	1	0	0	o
"yes I know, for simplicity I left out try-catch block and for Production code you have to support both 1.0 and 1.1 (so your and mine code combined). What I did was first try to unmarshall using schema10, if it throws an exception, i tried using schema11 (for 1.1). If that fails again that file is not a supported GPX file."	schema11	0	1	0	0	o
"I have gone through your process and got the base64 token and decoded it too. Neither seem to work as an API key, however. Did you manage to get this working talking to API endpoints? If so, could you explain the additional step?"	base64	0	1	0	0	o
"I have gone through your process and got the base64 token and decoded it too. Neither seem to work as an API key, however. Did you manage to get this working talking to API endpoints? If so, could you explain the additional step?"	API	0	1	0	0	o
"I do believe including the ,%20, is incorrect and as a result, the server is discarding the ,Content-Range, header and interpeting your data as the start of the file. Imo the next step is to prevent the error you get with removed ,%20,. Yes I know this doesn't solve anything, sorry :)"	20%	0	0	0	1	o
"I do believe including the ,%20, is incorrect and as a result, the server is discarding the ,Content-Range, header and interpeting your data as the start of the file. Imo the next step is to prevent the error you get with removed ,%20,. Yes I know this doesn't solve anything, sorry :)"	Content-Range	0	0	0	1	o
"I had to implement the ""X509TrustManager"" Interface (,docs.oracle.com/javase/6/docs/api/javax/net/ssl ,), and upgrade to java7, these two things were the solution, now work fine. Thanks!"	X509TrustManager	0	1	0	0	n
"I had to implement the ""X509TrustManager"" Interface (,docs.oracle.com/javase/6/docs/api/javax/net/ssl ,), and upgrade to java7, these two things were the solution, now work fine. Thanks!"	(docs.oracle.com/javase/6/docs/api/javax/net/ssl	0	1	0	0	n
"Hi! thanks for you reply, I tried with this code, import javax.net.ssl.TrustManager and javax.net.ssl.X509TrustManager, and I call this method before my code, but the exception still saying the same."	javax.net.ssl.TrustManager	0	0	0	1	p
"Hi! thanks for you reply, I tried with this code, import javax.net.ssl.TrustManager and javax.net.ssl.X509TrustManager, and I call this method before my code, but the exception still saying the same."	javax.net.ssl.X509TrustManager	0	0	0	0	p
"That's not correct. All that's needed is ,any, of the signer certificates, imported as 'trusted'. Typically, the highest one is imported. The peer should send the rest of the chain along with its certificate."	correct	0	0	0	1	o
"That's not correct. All that's needed is ,any, of the signer certificates, imported as 'trusted'. Typically, the highest one is imported. The peer should send the rest of the chain along with its certificate."	'trusted'	0	0	0	1	o
"I believe that patents are now expired: See ,iis.fraunhofer.de/en/ff/amm/prod/audiocodec/audiocodecs , and ,en.wikipedia.org/wiki "	See	0	0	0	1	o
"I believe that patents are now expired: See ,iis.fraunhofer.de/en/ff/amm/prod/audiocodec/audiocodecs , and ,en.wikipedia.org/wiki "	iis.fraunhofer.de/en/ff/amm/prod/audiocodec/audiocodecs	0	0	0	1	o
"I believe that patents are now expired: See ,iis.fraunhofer.de/en/ff/amm/prod/audiocodec/audiocodecs , and ,en.wikipedia.org/wiki "	en.wikipedia.org/wiki	0	0	0	1	o
"That plugin only supports ,decoding, of MP3, not encoding."	plugin	0	0	0	1	o
"That plugin only supports ,decoding, of MP3, not encoding."	encoding	0	0	0	0	o
The Java API is full of holes. There doesn't need to be a reason for them.	Java	0	1	0	0	o
The Java API is full of holes. There doesn't need to be a reason for them.	API	0	1	0	0	o
"Reader is a class, not an interface and you can override a function with an implementation with fewer or no exceptions declared. And it will work. So there's no reason for StringReader to have them declared."	Reader	0	0	0	1	o
"Reader is a class, not an interface and you can override a function with an implementation with fewer or no exceptions declared. And it will work. So there's no reason for StringReader to have them declared."	StringReader	0	0	0	1	o
"It can happen. I checked the constructor and found a ,NullPointerException, would be thrown before. But then I searched the whole code and found the close() method, modifying the str member variabel. Reading the JavaDoc lead to the conclusion, that read() must throw the IOException."	close()	0	1	0	1	o
"It can happen. I checked the constructor and found a ,NullPointerException, would be thrown before. But then I searched the whole code and found the close() method, modifying the str member variabel. Reading the JavaDoc lead to the conclusion, that read() must throw the IOException."	read()	0	1	0	1	o
"This works well on Samsung devices and when I registered a BC with ACTION_POWER_SAVE_MODE_CHANGED, it triggers when this value updates. but some other actions like changing brightness doesn't occur."	This	0	1	0	0	p
"This works well on Samsung devices and when I registered a BC with ACTION_POWER_SAVE_MODE_CHANGED, it triggers when this value updates. but some other actions like changing brightness doesn't occur."	ACTION_POWER_SAVE_MODE_CHANGED	0	1	0	0	p
"It's included in Android L, however my main question is how to get whether power saver is enabled using the HTC and Samsung APIs?"	HTC	0	0	0	1	o
"It's included in Android L, however my main question is how to get whether power saver is enabled using the HTC and Samsung APIs?"	Samsung	0	0	0	0	o
That was my thinking as well. Google results are only in the 1000s.	well	0	0	0	1	o
That was my thinking as well. Google results are only in the 1000s.	Google	0	0	0	1	o
It's awesome framework but it's not Java unfortunatelly.	Java	0	0	0	0	o
It's awesome framework but it's not Java unfortunatelly.	unfortunatelly	0	0	0	1	p
"if your project is internal, I am not sure this statement applies much ""The Java approach to APIs is that once you publish an interface, it's effectively immutable..."".  Being an internal project, you could communicate the changes to your team.  If this type of communication is not doable.  You can use factories to provide the 'correct' API depending on the client version (for backwards compatibility) so the client needs to know they are using a versioned API and include the version they are using in the request (or provide a different entry point for new versions)"	APIs	0	1	0	1	o
"if your project is internal, I am not sure this statement applies much ""The Java approach to APIs is that once you publish an interface, it's effectively immutable..."".  Being an internal project, you could communicate the changes to your team.  If this type of communication is not doable.  You can use factories to provide the 'correct' API depending on the client version (for backwards compatibility) so the client needs to know they are using a versioned API and include the version they are using in the request (or provide a different entry point for new versions)"	versioned	0	1	0	0	o
"You can also return response as ,text/plain, in a parseable way."	You	0	0	0	0	o
"You can also return response as ,text/plain, in a parseable way."	parseable	0	0	0	1	o
I think ur answer would be one way to implement a workaround for my problem. In the end I believe that u r right when saying only to response the content-type the client sent in accept-header. So I wil change my API to always use JSON...	workaround	0	1	0	1	o
I think ur answer would be one way to implement a workaround for my problem. In the end I believe that u r right when saying only to response the content-type the client sent in accept-header. So I wil change my API to always use JSON...	JSON	0	1	0	0	o
"Argh, missed that one. That leaves only the deprecated stop() i believe?"	deprecated	0	0	0	1	o
"Argh, missed that one. That leaves only the deprecated stop() i believe?"	stop()	0	1	0	1	o
This is what I was looking for. Thanks alot.	Thanks	0	1	0	1	p
This is what I was looking for. Thanks alot.	alot	0	1	0	1	p
This looks good - but the callback URL wouldnt be publicly available which ruins this scheme as I cannot do the authentication manually.  How annoying - what does that leave me with?	This	0	1	1	0	n
This looks good - but the callback URL wouldnt be publicly available which ruins this scheme as I cannot do the authentication manually.  How annoying - what does that leave me with?	callback	0	1	1	0	o
"To V.Kalyuzhnyu Try.. catch will handle the error thrown by the ,doGetRequest,'s ,IOException"	Try	0	0	0	1	o
"To V.Kalyuzhnyu Try.. catch will handle the error thrown by the ,doGetRequest,'s ,IOException"	doGetRequest's	0	0	0	1	o
"To iinception Can you tell me what is the use of ,classIndex, ?"	classIndex	0	1	0	0	o
"To iinception Can you tell me what is the use of ,classIndex, ?"		0	1	0	0	o
"If it was for internal use only, I'd probably do that. ,parseOrNull, and ,parseOrThrow, (throwing an unchecked exception if parsing failed) is actually a convention that I use quite often.  But I don't think that would be so good for a public API, for the reasons you mentioned.  I suspect it would confuse people, since quite likely it wouldn't be a convention they'd seen before and really they'll just want to get the job done ASAP rather than figure out my terminology."	parseOrNull	0	0	0	1	o
"If it was for internal use only, I'd probably do that. ,parseOrNull, and ,parseOrThrow, (throwing an unchecked exception if parsing failed) is actually a convention that I use quite often.  But I don't think that would be so good for a public API, for the reasons you mentioned.  I suspect it would confuse people, since quite likely it wouldn't be a convention they'd seen before and really they'll just want to get the job done ASAP rather than figure out my terminology."	parseOrThrow	0	0	0	1	o
"hey, i try the code and I cant seem to get it to compile. It does not reconigze ,TIFFImageWriteParam,. Any idea?"	TIFFImageWriteParam	0	0	0	1	o
"hey, i try the code and I cant seem to get it to compile. It does not reconigze ,TIFFImageWriteParam,. Any idea?"	Any	0	0	0	1	o
To what do you want to parse the wikitext? Or: How do you want to customize the HTML?	wikitext	0	0	0	1	o
To what do you want to parse the wikitext? Or: How do you want to customize the HTML?	HTML	0	0	0	1	o
"I want to convert the wikitext to html, but be able to change the kind output ie italizing ('') to something else."	wikitext	0	0	0	1	o
"I want to convert the wikitext to html, but be able to change the kind output ie italizing ('') to something else."	html	0	0	0	0	o
"How do you even use Sweble? I looked at it before, but I can't find an api to access it within Java and I can't parse anything through invoking the jar through the command line."	Sweble	0	1	0	0	o
"How do you even use Sweble? I looked at it before, but I can't find an api to access it within Java and I can't parse anything through invoking the jar through the command line."	Java	0	1	0	0	o
"Using ,setText, will also set the ,Content-Type, header (and if you look through the code you will see that existing ,Content-Type, and ,Content-Transfer-Encoding, headers are removed after setting any content using ,setText, or ,setContent,)"	setText	0	1	0	0	o
"Using ,setText, will also set the ,Content-Type, header (and if you look through the code you will see that existing ,Content-Type, and ,Content-Transfer-Encoding, headers are removed after setting any content using ,setText, or ,setContent,)"	setText	0	1	0	0	o
The int parameter in setRotation should be cast to short.	setRotation	0	0	0	1	o
The int parameter in setRotation should be cast to short.	short	0	0	0	1	o
"Just wanted to chime in here and say that after evaluating opencloud and kumo as my options, Kumo was the clear winner here. I am not even sure if OpenCloud is actively maintained any more. The old SourceForge page for OC spammed my browser. :/"	kumo	0	0	0	0	o
"Just wanted to chime in here and say that after evaluating opencloud and kumo as my options, Kumo was the clear winner here. I am not even sure if OpenCloud is actively maintained any more. The old SourceForge page for OC spammed my browser. :/"	OpenCloud	0	0	0	1	o
"Are we talking about: ,Linguistic morphology stemming,?"	Linguistic	0	0	0	1	o
"Are we talking about: ,Linguistic morphology stemming,?"	stemming	0	0	0	1	o
"OH wait, does this warning applies to  and inner classes, because you have show me above with example for private class outside of Video class ?"	classes	0	0	0	1	o
"OH wait, does this warning applies to  and inner classes, because you have show me above with example for private class outside of Video class ?"	Video	0	0	0	1	o
"Hi, I think I have found the issue...it should be like this: Name(To PathParam(""name"") String name, To PathParam(""status"") String status ) Thanks!"	PathParam(name)	0	0	0	1	p
"Hi, I think I have found the issue...it should be like this: Name(To PathParam(""name"") String name, To PathParam(""status"") String status ) Thanks!"	String	0	0	0	1	p
"Hi, I think I have found the issue...it should be like this: Name(To PathParam(""name"") String name, To PathParam(""status"") String status ) Thanks!"	name	0	0	0	1	p
"Hi, I think I have found the issue...it should be like this: Name(To PathParam(""name"") String name, To PathParam(""status"") String status ) Thanks!"	PathParam(status)	0	0	0	1	p
"While this may be correct in theory, it would be an extremely ugly hack to create multiple classes with equals() and hashcode() implementations that work this way. It seem highly unlikely to me that these methods were defined to take Objects as parameters just so people can write code like this."	equals()	0	1	0	0	o
"While this may be correct in theory, it would be an extremely ugly hack to create multiple classes with equals() and hashcode() implementations that work this way. It seem highly unlikely to me that these methods were defined to take Objects as parameters just so people can write code like this."	hashcode()	0	1	0	0	o
"To Luke Hutterman: take a look at the documentation for the equals method of the List interface. its contract says that two lists should be equal if they are both lists and their elements are the same in the same order, regardless of class of the lists. same with the Set and Map interfaces"	List	0	0	0	0	o
"To Luke Hutterman: take a look at the documentation for the equals method of the List interface. its contract says that two lists should be equal if they are both lists and their elements are the same in the same order, regardless of class of the lists. same with the Set and Map interfaces"	Set	0	0	0	1	o
"Map<?,?>, may be relatively useless, but the same argument applies to, for instance, a ,Map<? extends Number, String>,. The main point though is that unlike ,put<K,V>,, ,get(), will never violate the type constraints declared on your collection."	Map<>	0	1	0	0	p
"Map<?,?>, may be relatively useless, but the same argument applies to, for instance, a ,Map<? extends Number, String>,. The main point though is that unlike ,put<K,V>,, ,get(), will never violate the type constraints declared on your collection."	Map<	0	1	0	0	o
"Map<?,?>, may be relatively useless, but the same argument applies to, for instance, a ,Map<? extends Number, String>,. The main point though is that unlike ,put<K,V>,, ,get(), will never violate the type constraints declared on your collection."	get()	0	1	0	0	p
"""Sun/Oracle decided to not develop Swing any further after they ""invented"" JavaFX"" That's not true. They stopped developing the Swing Application Framework (JSR 296) but not Swing itself."	Swing	0	1	0	1	n
"""Sun/Oracle decided to not develop Swing any further after they ""invented"" JavaFX"" That's not true. They stopped developing the Swing Application Framework (JSR 296) but not Swing itself."	TRUE	0	0	0	1	n
To Tedil: They stated that they have no intention doing anything with Swing anymore except bugfixes and support.	Swing	0	0	0	1	n
To Tedil: They stated that they have no intention doing anything with Swing anymore except bugfixes and support.	bugfixes	0	0	0	1	n
To Tedil: They stated that they have no intention doing anything with Swing anymore except bugfixes and support.	support	0	0	0	1	n
Where can I read about Oracle stopping the development of Swing?	Oracle	0	0	0	1	o
Where can I read about Oracle stopping the development of Swing?	Swing	0	0	0	1	o
"Read ,forums.java.net/jive/thread.jspa?threadID=52665&tstart=0, and ,forums.java.net/jive/thread.jspa?threadID=21745,   ""Swing is part of the JDK. It isn't going away any time soon. For a great many large enterprise applications Swing is the best cross platform toolkit available. We'll continue to support and work on fixing bugs in the JDK.""  Nothing has changed about that in the last 2 years."	Read	0	0	0	1	o
"Read ,forums.java.net/jive/thread.jspa?threadID=52665&tstart=0, and ,forums.java.net/jive/thread.jspa?threadID=21745,   ""Swing is part of the JDK. It isn't going away any time soon. For a great many large enterprise applications Swing is the best cross platform toolkit available. We'll continue to support and work on fixing bugs in the JDK.""  Nothing has changed about that in the last 2 years."	forums.java.net/jive/thread.jspathreadID=52665&tstart=0	0	0	0	1	o
"Read ,forums.java.net/jive/thread.jspa?threadID=52665&tstart=0, and ,forums.java.net/jive/thread.jspa?threadID=21745,   ""Swing is part of the JDK. It isn't going away any time soon. For a great many large enterprise applications Swing is the best cross platform toolkit available. We'll continue to support and work on fixing bugs in the JDK.""  Nothing has changed about that in the last 2 years."	forums.java.net/jive/thread.jspathreadID=21745	0	0	0	1	o
"Read ,forums.java.net/jive/thread.jspa?threadID=52665&tstart=0, and ,forums.java.net/jive/thread.jspa?threadID=21745,   ""Swing is part of the JDK. It isn't going away any time soon. For a great many large enterprise applications Swing is the best cross platform toolkit available. We'll continue to support and work on fixing bugs in the JDK.""  Nothing has changed about that in the last 2 years."		0	1	0	1	o
"Linked question: ,stackoverflow.com/questions/2040693 "	question	0	0	0	1	o
"Linked question: ,stackoverflow.com/questions/2040693 "	stackoverflow.com/questions/2040693	0	0	0	1	o
"I'm getting an error with the device.getProperty.  required: org.python.core.PyObject[],java.lang.String[] found: java.lang.String"	required	0	0	0	0	o
"I'm getting an error with the device.getProperty.  required: org.python.core.PyObject[],java.lang.String[] found: java.lang.String"	org.python.core.PyObject[]java.lang.String[]	0	1	0	0	o
"I'm getting an error with the device.getProperty.  required: org.python.core.PyObject[],java.lang.String[] found: java.lang.String"	found	0	0	0	0	o
"you must have used device.getProperty(PyObject[] pos,String strings) instead of device.getProperty(String string) is my best guess. Please post ur code so that I can have a look at it"	posStringstrings)	0	0	0	0	o
"you must have used device.getProperty(PyObject[] pos,String strings) instead of device.getProperty(String string) is my best guess. Please post ur code so that I can have a look at it"	device.getProperty(Stringstring)	0	0	0	0	o
And there had to be a specific exception for System.in/out/err for the new Java Memory Model.	Java	0	0	0	1	o
And there had to be a specific exception for System.in/out/err for the new Java Memory Model.	Model	0	0	0	1	o
Why is the choice between System.out.println and System.outOut().println? Why not StdIo.printLn?	System.out.println	0	1	0	0	o
Why is the choice between System.out.println and System.outOut().println? Why not StdIo.printLn?	System.outOut().println	0	1	0	0	o
Why is the choice between System.out.println and System.outOut().println? Why not StdIo.printLn?	StdIo.printLn	0	0	0	0	o
"To Hermal, because Java was created by a Unix-company, and in/out/err are standard Unix concepts."	Unix-company	0	0	0	1	n
"To Hermal, because Java was created by a Unix-company, and in/out/err are standard Unix concepts."	in/out/err	0	0	0	1	n
"I think Array.length is the way it is because someone originally wanted to highlight that arrays aren't objects (unless encapsulated of course). Other than that I agree, File.mkdir(); anyone? :)"	File.mkdir()	0	0	0	1	o
"I think Array.length is the way it is because someone originally wanted to highlight that arrays aren't objects (unless encapsulated of course). Other than that I agree, File.mkdir(); anyone? :)"	anyone	0	0	0	1	o
"I think the problem is the use of GetKeyboardState: from MSDN, sounds like it's essentially equivalent to calling GetKeyState, whereas you want the equivalent for GetAsyncKeyState, since another thread has current input focus. Perhaps try populating keystate manually with GetAsyncKeyState, or using AttachInput?"	GetKeyboardState	0	1	0	0	o
"I think the problem is the use of GetKeyboardState: from MSDN, sounds like it's essentially equivalent to calling GetKeyState, whereas you want the equivalent for GetAsyncKeyState, since another thread has current input focus. Perhaps try populating keystate manually with GetAsyncKeyState, or using AttachInput?"	GetKeyState	0	1	0	0	o
"I think the problem is the use of GetKeyboardState: from MSDN, sounds like it's essentially equivalent to calling GetKeyState, whereas you want the equivalent for GetAsyncKeyState, since another thread has current input focus. Perhaps try populating keystate manually with GetAsyncKeyState, or using AttachInput?"	GetAsyncKeyState	0	1	0	0	o
"My point is that ToUnicode should work out this shift information for you: but it needs accurate keyboard state information to work - it likely pulls the modifier information from that keyboard table, but since it's being fetched with GetKeyboardState, it does not necessarily reflect actual modifier state, which may be why it's returning unshifted characters. You might want to check if any of the keys corresponding to modifiers are pressed in the keystate array when you expect them to be."	ToUnicode	0	1	0	0	o
"My point is that ToUnicode should work out this shift information for you: but it needs accurate keyboard state information to work - it likely pulls the modifier information from that keyboard table, but since it's being fetched with GetKeyboardState, it does not necessarily reflect actual modifier state, which may be why it's returning unshifted characters. You might want to check if any of the keys corresponding to modifiers are pressed in the keystate array when you expect them to be."	GetKeyboardState	0	1	0	0	o
"Well, if I understand you, the only problem is that the ,3, key can be different on every computer. Virutal key should be the same everywhere, I use int value 52 (atm I dont know which of KeyEvent constants it is). On JIntelliType, you can register a hotkey using the proper MOD and the key (in your case ,52,) using ,registerHotkey(), method. Than you can configure anything you want to do in the listener (for example use Robot class to print the charyou want to print)."	registerHotkey()	0	1	0	0	o
"Well, if I understand you, the only problem is that the ,3, key can be different on every computer. Virutal key should be the same everywhere, I use int value 52 (atm I dont know which of KeyEvent constants it is). On JIntelliType, you can register a hotkey using the proper MOD and the key (in your case ,52,) using ,registerHotkey(), method. Than you can configure anything you want to do in the listener (for example use Robot class to print the charyou want to print)."	Robot	0	1	0	0	o
"With JIntelliType, can you detect [Shift + <KEY>] Combinations, such as: !""闂?%%^&*()_+{}:To ~<>?  The ""3"" key is the same on any computer. The Shift+3 Key is different."	Shift+3	0	1	0	0	o
"With JIntelliType, can you detect [Shift + <KEY>] Combinations, such as: !""闂?%%^&*()_+{}:To ~<>?  The ""3"" key is the same on any computer. The Shift+3 Key is different."	Key	0	1	0	0	o
"Nope :) Just dug up some pretty old code from ""To be a keylogger"" borrowed from ,codeproject.com/Articles/18890 , and tried to use it for a kind of a virtual keyboard. Thanx for the educational info - didn't know about the stuxnet :)"	codeproject.com/Articles/18890	0	1	0	1	n
"Nope :) Just dug up some pretty old code from ""To be a keylogger"" borrowed from ,codeproject.com/Articles/18890 , and tried to use it for a kind of a virtual keyboard. Thanx for the educational info - didn't know about the stuxnet :)"	stuxnet	0	1	0	1	n
this will explode in the validation phase because MAX_RESULT_WINDOW is set as 10000. you need to set the scroll value in the prepareSearch to avoid the scenario. Perhaps using prepareSearchScroll with the scroll Id from your response object will be a better solution.	MAX_RESULT_WINDOW	0	1	0	0	p
this will explode in the validation phase because MAX_RESULT_WINDOW is set as 10000. you need to set the scroll value in the prepareSearch to avoid the scenario. Perhaps using prepareSearchScroll with the scroll Id from your response object will be a better solution.	prepareSearchScroll	0	1	0	0	p
"RestAdapter restAdapter = new RestAdapter.Builder().setEndpoint("",192.168.101.55/test"").build(),;, should work right? it's for (version 1.5.0) right?"	RestAdapter	0	0	0	1	o
"RestAdapter restAdapter = new RestAdapter.Builder().setEndpoint("",192.168.101.55/test"").build(),;, should work right? it's for (version 1.5.0) right?"	RestAdapter.Builder().setEndpoint(192.168.101.55/test).build()	0	0	0	1	o
"Is there a way to give the FieldMap a name? I tried ,To FieldMap(""transactionDetails""), but compile error. Any ideas?"	FieldMap	0	0	0	1	o
"Is there a way to give the FieldMap a name? I tried ,To FieldMap(""transactionDetails""), but compile error. Any ideas?"	compile	0	0	0	1	o
"Is there a way to give the FieldMap a name? I tried ,To FieldMap(""transactionDetails""), but compile error. Any ideas?"	Any	0	0	0	1	o
"Hi Sarang, are you restricted to use particular reporting tool.?? If not so, I have used gujarati fonts with jasper reports in case you can use jasper reports and need help let me know.!"	gujarati	0	1	0	0	o
"Hi Sarang, are you restricted to use particular reporting tool.?? If not so, I have used gujarati fonts with jasper reports in case you can use jasper reports and need help let me know.!"	fonts	0	1	0	0	o
This character are flipped of course... But they are fine with HTML & not fine with PDF. That is why I have to manage in between :)	HTML	0	1	0	0	o
This character are flipped of course... But they are fine with HTML & not fine with PDF. That is why I have to manage in between :)	PDF	0	1	0	0	o
It doesn't really answer your question but you could also consider doing a lot of the numerical side in C++/C and JNI it from Clojure	C++/C	0	1	0	0	o
It doesn't really answer your question but you could also consider doing a lot of the numerical side in C++/C and JNI it from Clojure	Clojure	0	1	0	0	o
"To justinhj - yes I would have liked to do that, the problem is I also have a requirement to target the JVM platform so I have to stick with a JVM-language solution. Luckily my testing showed that Java and C++ came extremely close in performance for this kind of code."	Java	0	1	0	0	p
"To justinhj - yes I would have liked to do that, the problem is I also have a requirement to target the JVM platform so I have to stick with a JVM-language solution. Luckily my testing showed that Java and C++ came extremely close in performance for this kind of code."	C++	0	1	0	0	p
It would be pretty trivial to write a parser to extract the data from the html.	parser	0	1	0	0	p
It would be pretty trivial to write a parser to extract the data from the html.	html	0	1	0	0	o
"Why is deprecation deprecated? I have just found ,docs.oracle.com/javase/7/docs/technotes/guides/javadoc , and it doesn't say anything about that."	Why	0	0	0	1	o
"Why is deprecation deprecated? I have just found ,docs.oracle.com/javase/7/docs/technotes/guides/javadoc , and it doesn't say anything about that."	docs.oracle.com/javase/7/docs/technotes/guides/javadoc	0	0	0	1	o
"Good point, it is like a landmine for unsuspecting developers. Landmines never served anyone in the long run.. which is why the JSR I guess..."	unsuspecting	0	0	0	1	n
"Good point, it is like a landmine for unsuspecting developers. Landmines never served anyone in the long run.. which is why the JSR I guess..."	I	0	0	0	1	p
127.0.0.1 is the ip address of the device/pc itself. Not that of any other computer or device. Use the ip of your pc instead.	127.0.0.1	0	0	0	1	o
127.0.0.1 is the ip address of the device/pc itself. Not that of any other computer or device. Use the ip of your pc instead.	device/pc	0	1	0	1	o
This API is available in the local environment. How come you can get the result from your end without running the server in the same local environment?	This	0	0	0	0	o
This API is available in the local environment. How come you can get the result from your end without running the server in the same local environment?	API	0	0	0	0	o
I think there are some problems with the API call. I suggested him to use Volley for simpler API calling.	API	0	1	0	0	o
I think there are some problems with the API call. I suggested him to use Volley for simpler API calling.	Volley	0	1	0	0	p
