String	Entity	Performance	Usability	Security	Others	Sentiment
"When deciding to use an off-the-shelf product, one should always consider that there may be scenarios that can not be covered by it (i.e. either impossible or very expensive to achieve). Keycloak is very extendable (by developing custom plugins or themes), but still it may not give you the freedom to do whatever you need in a way that you want. I don't know what you mean by self-authentication, but regarding the terms and other stuff, we have done similar thing by implementing custom authenticator in the login process or registration process."	off-the-shelf	0	1	1	0	o
Please look at REST response codes. You need to provide your login/password or access token when you try to get this resource	login/password	0	0	1	1	o
"Refer this article to add spring security to your end point which encloses the above code ,baeldung.com ,. Once you have that set up, you can get the username and password from the Principal object."	spring	0	0	1	1	o
"In production env, you'll essentially replace the auth.inMemoryAuthentication() with a database table look up for valid username and passwords"	auth.inMemoryAuthentication()	0	1	1	0	o
I've seen that code but how can i use that code to do login using postman(REST API)	postman(REST	0	1	1	0	o
"Hey Jack, thank you for answering! So should I return 200 and send the error message? In this case It only gives 400 if I fail the password because I made it like that."	It	0	0	1	0	o
"No, you don't hash client-side. Authentication is a solved problem, I urge you to look into auth services, like ,Auth0, perhaps."	auth	0	0	1	0	o
"Thanks, I would love to use that, but unfortunately, this version is modified and doesn't use a username password or oAuth, so I don't know any other option."	that	0	1	1	0	p
"Authorization has to be done at least once through browser. For later logins, you can store the token/credential and access them whenever required. Your case is quite novel, but I think it will be better if you use a service account."	browser	0	1	1	0	p
"To ArpanSharma I have successfully implemented login, now I want to fetch data from a page in googleplus"	login	0	0	1	0	o
"Who says a website must have a separate login page?  Who says a website must have login functionality at all?  There are standards for various kinds of authentication technologies, but no standards whatever for web-based authentication UIs."	web-based	0	1	1	1	o
"There are two kinds of tokens - access tokens and session tokens. Access tokens should not expire - the user should authenticate and request a token; that token should then be included ,as a header at least, with every request. It is a Bad Idea TM to send credentials as URL params. In an ideal world, authentication is by client certificate - that way TLS itself handles authentication. A REST application should be stateless, so session tokens should not be used."	tokens	0	1	1	1	o
my main concern about adding spring security on top of my existing application is compatibility with the existing authentication system in place...or massive changes required to make it work.	spring	0	0	1	0	p
"Thanks a lot, that clears things up for me. I want to have a clear perspective about the entire authentication process long before I start designing/writing anything."	lot	0	1	1	0	o
"To pelayo I see (I should have read the question title, not only the text!). The encryption algorithm looks a bit strange, in case it's your own invention, ask about its security. +++ ,The parts of my answer about avoiding converting between different formats and re-creating of cipher etc. still apply."	text)	0	1	1	0	o
"What does the login process return? Is it a token or something similar, is it static or dynamic, and does it expire or not?"	login	0	0	1	1	o
"Another simple solution, although not the best, is that you create a Login based on real MySQL users. Each user would have to create a MySQL user, and he would log in to the app with that username and password, providing the JDBC with the credentials it needs. By creating the user in MySQL you would give the only necessary permissions. Although honestly this is not a professional solution, and would not apply if you have more than 15 or 20 users"	MySQL	0	1	1	0	p
"The Role Data is select from database ,so To Secured is not fix"	To	0	0	1	1	o
Good to hear that. You could answer your own question and accept it. It could help someone else.	that	0	0	1	0	p
"To Tony: The book also has a short discussion on how to choose between wildcard vs type parameter when there is no bound. Essentially, if the type parameter appears only once in a method declaration, use wildcard. See also the ,reverse(List<?>), example from JLS ,java.sun.com/docs/books/jls/third_edition/html "	reverse(List<>)	0	1	0	1	o
"I believe ,Shape s = ..., should be ,T s = ...,, otherwise ,return s;, shouldn't compile."	Shape	0	0	0	1	o
Is the only difference that you call it API key instead of username or is there anything else?	username	0	0	0	1	o
"this was quite helpful. I have an application which needs to support both Username/Password and ApiKey based authentication. I had Username/Password working and after reading your posting was able to get ApiKey working. Unfortunately, I seemed to break the Username/Password. I am suspicious it is the ordering of my filters or my use of the same AuthenticationManager for both Username/Password and ApiKey auth. Any advice?"	AuthenticationManager	0	1	0	0	p
"To PhillipStack You should be able to configure two WebSecurityConfigurerAdapter with different authentication managers  ala: ,stackoverflow.com/questions/33603156 "	WebSecurityConfigurerAdapter	0	1	0	1	o
"If I understood correctly, the APIKey is not private. Anyone using the client can open the developer console and check the header content. Is it right?"	APIKey	0	0	0	1	o
"API keys in general are less secure than, say OAuth.  But they are simpler, which is part of the appeal.  Weather or not this trade-off is worth it depends on your needs and how your application is deployed.  My particular application was an internal application, not accepting connections from the outside world, so the trade-off was worth it in my case.  But I would not, for example, deploy an API key to a mobile application as the sole security mechanism because any user of the application will be able to get that API key."	API	0	1	0	0	p
"How can I combine it with a bearer token filter, such that api keys authorizated requests will get a different group than the token requests. In such a way that I can use it with To PreAuthorize. For example some endpoints will be publicly available with an api key, others are protected behind a login"	To	0	1	1	0	o
"When using ,TransferManager, the following works: ,Upload upload = tm.upload(         new PutObjectRequest(bucketName, key, file, metadata)             .withCannedAcl(CannedAccessControlList.PublicRead));"	TransferManager	0	1	0	0	p
"You both used a wrong import. You need the interface for ,List, from ,java.util.List,."	java.util.List	0	1	0	0	o
"Thank you. Though ""RESTFul Java with JAX-RS"" is quite old and lot of things evolved current past, gives good insight on the concepts. As explained one need to go though multiple resources to get a good understanding on REST."	JAX-RS	0	1	0	0	o
This is one of the best replies I have come across!!	This	0	0	0	0	o
"I know this is an old question but the best resource I have found is ,here,. I find the best way to learn something is to code. This gives you a really good overview of REST and shows you how to code it so you can code along."	REST	0	1	0	1	o
"getRuntime().totalMemory(), refers to the total amount of memory available to the Java runtime, not the amount of memory available to your application in particular."	getRuntime().totalMemory()	0	0	0	0	o
"I've reopened, but maybe you misunderstood me.  ,getRuntime().totalMemory, ,isn't going to work, for what you want to do."	getRuntime().totalMemory	0	1	0	0	o
"To RobertHarvey: To clarify, why do you say ,totalMemory, is not going to work for To MattB? Looking at this question as it is currently phrased, To MattB wants to measure the memory use of his Java program running on a single JVM instance. For this scenario, ,totalMemory - freeMemory, is correct. The results of ,totalMemory, are not affected by other JVM instances (i.e., processes) running on the same machine. And To MattB makes no mention of other programs running inside the same JVM instance as his program. How is ,totalMemory, not correct?"	totalMemory	0	1	0	0	o
"BTW, ,Diff, is ,not, the amount of used memory. It is a measurement of the precision of ,freeMemory,, i.e., the difference between the previously reported amount of ,freeMemory, and the current reported amount. You would expect it to remain fairly constant because it would be odd for the precision of ,freeMemory, to change chaotically."	freeMemory	0	1	0	0	o
"runtime.gc();, is almost unnecessary. It just hints at the JRE to start GC. But should GC be started is up to JRE."	runtime.gc()	0	1	0	0	o
"To RaphaelTeyssandier ,IllegalArgumentException: Missing either To PUT URL or To Url parameter. for method AuthRegisterUserApi.getStatus, and my ,REGISTER_URL = BASE_URL + ""register/"";"	AuthRegisterUserApi.getStatus	0	0	1	0	o
"Can i see the all URL ? And you can try to keep ,To Field, and add above ,To PUT,, ,To FormUrlEncoded"	To	0	0	0	0	o
BASE_URL = http://ip_address:8400/api/	BASE_URL	0	0	0	1	o
"To RaphaelTeyssandier The same error (,Missing either To PUT URL or To Url parameter. for method AuthRegisterUserApi.getStatus,) with ,To Field, and ,To FormUrlEncoded, above ,To PUT"	AuthRegisterUserApi.getStatus)	0	1	0	0	o
"Response.rawResponse = Response{protocol=http/1.1, code=400, message=Bad Request, url=http://ip_address:8400/api/register},. Co this is not working."	Response.rawResponse	0	0	0	1	o
Have try with a different arguments ? Because since you put him in the database you can't reput him ?	Because	0	0	0	1	o
"Trying with different params on app first - response null; on Postman - response ,status = true,. Mindblow..."	params	0	0	0	1	o
"Okay, that's weird, on postman the endpoint is register/ or register ?"	register/	0	0	0	1	o
"""Classes which have public members but which are not intended for external consumption are prominently marked in the class javadoc."" <-- How do you mark them?"	javadoc	0	0	0	1	o
"I would argue that documenting every single method for the sake of thoroughness is a bad idea. It leads to cluttered, poor quality documentation. Code should be self describing as much as possible. Putting docs on that is a waste of time for you and the reader. The increased noise level makes it hard to see the docs that are actually important. The volume of nonsense docs increases the chance of docs becoming obsolete without being updated. ""setName() Sets the name. \To param name The name to set."" ""getName() Gets the name. \To return The name."""	name	0	0	0	0	o
"Right on! Provided that bla is public. You do not want reference to ,internal, algos in your public javadoc."	internalalgos	0	0	0	0	o
"The user needs to know about bla in order to set foo meaningfully. To that extent bla is public, even if the user cannot modify any other data associated with it."	bla	0	0	0	1	o
I sooo disagree with the first part of this answer! And I do completely agree with nemo comment	nemo	0	0	0	1	o
"nemo and VonC -- he didn't say that he didn't document code for himself, only that he didn't javadoc it. That's kind of what I do."	nemo	0	0	0	1	n
To Michael - maybe move your example to an answer by itself?	itself	0	0	0	1	o
How about mentioning a simple fix such as creating a new String object explicitly?	String	0	0	0	1	o
"To Murat: bumping an old comment: because it internally refers to the same char array as the original string, just with a different offset and length. If you create a lot of overlapping substrings, it actually saves memory."	comment	0	0	0	1	o
"+1: I'd say this is one of the biggest ""traps"" to fall into in the JDK... took me way to long to determine it was the reason my webcrawler was leaking the entire HTML source of every page it saw. Seriously, Sun/Oracle... if you're going to have an ""optimi"	webcrawler	0	0	0	0	o
"Oh, and it's even worse in that it hits you whenever you use other API that's based on ,substring(), internally, like the stuff in ,java.util.regex,."	java.util.regex	0	1	0	0	o
"This is almost the standard example for a memory leak, because it's obvious yet easy to forget."	This	0	0	0	1	o
"Actually, it can turn into an outright leak if you create Thread objects and never call start() - the stack memory is then never reclaimed, IIRC."	start()	0	1	0	0	o
Could you provide your annotated domain class or some other example class?	annotated	0	0	0	1	o
"""Join<Owner, Address> address = cq.join(Pet_.owners).join(Owner_.addresses);""  Wowee, that's actually supposed to work? Or maybe it did once upon a time? CriteriaQuery doesn't even have a ""join"" method. YIKES!"	Join<Owner	0	1	0	1	o
"Can you give an example of the ""right"" annotations to go with this?"	this	0	0	0	1	o
"What kind of filtering, validation, rejection do you want? For example, you can create your own MessageBodyWriter/Reader to handle validation. Or you can set the To Context in the constructor for custom HTTP header parsing or URI parsing."	MessageBodyWriter/Reader	0	1	0	1	o
"Most applications of this feature would be related to security.  For example, my (non-Jersey) web application will generate one-time-use nonces for certain AJAX calls (all under the same path) to Jersey.  The interceptor would be responsible for checking the validity of this nonce."	AJAX	0	1	1	0	o
Is there any annotation for this?	this	0	0	0	1	o
How to Reject Request with this ?	Request	0	0	0	1	o
To Override     public ContainerResponse filter(...) is not valid in this type of class.	ContainerResponsefilter(...)	0	0	0	1	o
It looks like this works on the client-side only.  Do you know if there's a similar filtering mechanism for the server?	client-side	0	1	0	0	o
I don't find enough documentations/tutorials for using Retrofit.	Retrofit	0	1	0	0	n
better to use volley for fast networking.	volley	0	1	0	0	p
"A little late to the party, but for future searchers: you can find a fairly extensive guide for retrofit ,here,."	retrofit	0	1	0	1	n
"Easy way to add retrofit in your project with just one click. (one time setup) ,medium.com/To mestri.vinayak.n "	retrofit	0	1	0	0	p
Excuse me if my question is very trivial but I'm really struggling to start using Retrofit (yet zero progress). Should we have something like a php page to accomplish the task?	Retrofit	0	1	0	0	o
Cool it actually worked.  I was able to get the Android device's default timezone by calling TimeZone.getDefault().	Android	0	0	0	0	o
"it is not changing, it is same as UTC time, what can i do ?"	it	0	0	0	0	o
"I tried this solution, but it seems not to work. The exception is actually thrown but the response stream contains no data. If I try the same request with POSTMAN the response body contains the body, so it seems again a RestTemplate problem."	RestTemplate	0	0	0	1	o
"I found a bug that describes the problem you have in ,jira.spring.io/browse/SPR-9999, . It is from last year but perhaps it has not been fixed yet. It suggest to use a different factory so that another client implementation will be used (RestTemplate template = new RestTemplate(new HttpComponentsClientHttpRequestFactory());"	(RestTemplate	0	0	0	0	o
"Actually this is just a complex pojo. It is confusing called, agree. Real exception is - BpmRestException"	pojo	0	0	0	1	o
Good point on the additions to the HashTree. I was playing around with the JMeter API a little while back but I'm a bit rusty on the details of data structure passed into the JMeter Engine configure method :)	JMeter	0	1	0	0	o
To VishalPuliani I'm not sure if it is even possible or practical to use the standalone Java program for distributed testing.	Java	0	1	0	0	o
"Has anyone managed to generate html results, from the csv or jtl file, using java api?"	java	0	1	0	1	o
It is not possible to open simpleProject_generated.jmx file with JMeter GUI!? it faced with error.	simpleProject_generated.jmx	0	1	0	0	o
"Important: Google Translate API v2 is now available as a paid service. The courtesy limit for existing Translate API v2 projects created prior to August 24, 2011 will be reduced to zero on December 1, 2011. In addition, the number of requests your application can make per day will be limited."	GoogleTranslateAPIv2	0	0	0	1	o
"java-google-translate-text-to-speech translate between English and another languages (mostly). In case translate from 'Russian' to 'Estonian' I get '? ? ? ' answers. You can translate 'Russian'->'English'->'Estonian' and this will work correct, but this way not always right in semantic rules."	java-google-translate-text-to-speech	0	0	0	1	o
I get java.io.IOException: Server returned HTTP response code: 403 for URL from some time. Do you have any solution for that?	java.io.IOException	0	0	0	1	o
The source code can be used freely. It does require an API key - so you will be billed by Google according to the usage.	It	0	1	0	0	o
"You can't generically create an array. For example, if T is a generic type then ""new T[0]"" doesn't compile. You'd have to do something like ""(T[]) new Object[0]"", which generates an unchecked cast warning. For the same reason, you can't use generic types with varargs without warnings."	Object[0]	0	1	0	0	o
"I understand, but what I really want to say that its like using Collections.unmodifiableCollection. It gives you nothing until your collection is modify not by you."	Collections.unmodifiableCollection	0	0	0	1	o
"You can give a TreeSet a Comparator which means the elements don't need to be Comparable (should have been a separate creation method for the Comparable mode, IMO)."	TreeSet	0	0	0	0	o
You can also check if something is null as you pull it out of the set.	set	0	0	0	0	o
Alternative idea: if the only reason for this is preventing bugs do a scan for nulls in your JUnit test suite to pick up any null leaks into the set.	nulls	0	0	0	1	o
"Sun? Updates to the collection framework are likely to be driven by Google. Btw, there should hopefully be a collections BOF a JavaOne."	Google	0	0	0	1	o
classic example of favoring composition over inheritance..+1	inheritance..+1	0	1	0	1	o
"You might be better off using composition instead of subclassing, since you're not in control of the class you are subclassing (what if Sun adds a new method to sets that would allow users to add null?)"	subclassing	0	1	0	0	o
"This is explicitly advised against in Effective Java, you can refer to it for the reasons why. Extends ,AbstractSet, and wrap an existing set is the way to go."	AbstractSet	0	1	0	1	o
"To cdmckay: If you haven't already upvoted Tom Hawtin's answer, do it now! :)"	)	0	0	0	1	o
To matt b: is this true of the HashSet in IBM's JVM?  JRocket?  GNU Classpath?  The new optimized one in Sun's Java 8?  Unless this is in the JLS you can't count on it.	HashSet	0	0	0	1	o
"No, it doesnt throw any exception at the server side. It seems that the toSocket outputstream obj still works at the server side, but at the client side the connection is closed."	toSocket	0	0	0	1	o
"No, it does a one way shutdown, closing the input half of the socket (so that you cannot receive any more data), but still letting you send your message on the output half, which I thought is what you were asking. When you ultimately call close() on the socket, the output side gets closed as well."	close()	0	1	0	1	o
I was looking for a way to close the OutputStream without closing the socket and it did the trick! Thank a lot mate! You ended an interminable quest...	OutputStream	0	1	0	0	p
how about upload file to server?	upload	0	0	0	1	o
"What is ,IOUtils, in your answer?"	IOUtils	0	0	0	1	o
"Improved the answer by adding links to the ,Commons IO, (,IOUtils,) documentation and the maven search site."	IO	0	1	0	1	o
"I believe it's better to use HttpURLConnection, as described in ,stackoverflow.com/a/2938787/3281252,."	HttpURLConnection	0	1	0	0	o
I think BrianH's answer counts as a definitive answer =)	BrianH's	0	0	0	1	o
"Even without generics, bridge methods are necessary for covariant return types."	covariant	0	1	0	1	o
"To BrunoJCM good catch. I have restore the link (the class has been moved from project ,org.springframework.core, to project ,spring-framework,: ,fisheye.springsource.org/browse/spring-framework ,)"	org.springframework.core	0	0	0	1	o
"With Closeable you can throw only IOException, while with AutoCloseable interface you can throw all the Exception"	AutoCloseable	0	1	0	0	o
"This question looks like a duplicate:  ,stackoverflow.com/questions/1395551 "	stackoverflow.com/questions/1395551	0	0	0	1	o
"If the parameter is ""translated_text"" with underscore and the innerClass iis ""translatedText"", the result for this variable is null. I'd resolved this: ,stackoverflow.com/a/15907855/3332734"	underscore	0	0	0	1	o
There are Gson annotations when the json field doesn't match the pojo field name.	Gson	0	0	0	1	o
Thanks for the answer however I am choosing second answer to be be more acceptable how ever your answer made my understanding more clear about Gson...cheers	Gson...cheers	0	0	0	1	p
Nice to know a simple and new method! Thanks	method	0	1	0	0	p
"To Kevin for such a simple task, I still find it the best approach. Just 2 LOCs and you get your result. You had to define 3 classes to get the same result with Gson. I won't deny its advantages in other situations, but I do not see any here.\"	Gson	0	0	0	0	n
"To shabunc: you're correct. JavaHg is using the only stable API there is for Mercurial: the command line. This means that it will keep working if the underlying data structures change. However, you're correct that unlike, say, JGit, it isn't a Java-only library since you need to install Mercurial too."	JavaHg	0	0	0	0	o
"Mercurial has back-ported most C modules to Python. I think they're almost, if not completely, done with that."	Mercurial	0	1	0	0	o
"That does look promising. It uses Maven interfaces, of course, but I guess/hope that those can be used outside of Maven as well, at least easier than the graphical plugins I mentioned in the question. As for interfacing with hg, it calls the command-line program (which is fine)."	It	0	1	0	0	p
"Yep, thats true. I've tried all of the libraries and only had luck with Xuggler and VLCJ (tnx for recommending VLCJ, ,STACK,). I decided to use VLCJ since Xuggler has no camera support. For now I developed app that uses VLCJ and streams from 2 different cameras and desktop into 3 separate .flv files at the same time and it works. But I don't use out of process.. to be true, didn't heard about out of process player until yours answer on my question. I'll go now and read your article."	VLCJ	0	1	0	0	o
"Any current best recommendation as of now, as this post is about 5 years back. I hope there may be some libraries now. is any?"	now	0	0	0	0	o
"To berry120 thanks, me too finally had to resorted to vlcj, my initial intention is to keep everything to run from within, would have felt fine if xuggler was still active. Sad to see it is no longer active."	xuggler	0	1	0	1	n
"Xuggler definitely looks promising, I'm currently using it with good results. Thanks!"	Xuggler	0	1	0	0	p
"FWIW if others are looking at this, Xuggle has now been inactive for a number of years (,xuggle.com/xuggler/status,)."	Xuggle	0	0	0	1	o
"gstreamer-java definitely looks promising, thanks for that. I'll have a play around and see what I can get working!"	gstreamer-java	0	0	0	1	p
"I know, they pride it on being a drop in replacement... if only it were that easy. Ive never actually got down to toying with VLCJ, but it being so unstable would def cause you some serious issues. Java just really lacks a good up to date multimedia solution. You might find my other post interesting about using JMF without having to explicitly install it. I liked it above."	JMF	0	0	0	0	p
"As per some of the other comments, I'd be weary of using anything based on Xuggle as it's been inactive for a number of years now. Besides, it's a rather low level libary and is much more suited to processing of individual frames rather than actual video playback."	Xuggle	0	1	0	0	p
"Have you looked into ,CalendarContract, to get a better idea?"	CalendarContract	0	1	0	0	o
"A tiny correction. ""string"" should be ""String"" in the second example."	correction	0	0	0	1	o
"Also worth noting is that you can access upto 3200 tweets only using pagination and count - ,apiwiki.twitter.com "	pagination	0	0	0	1	o
"Tyler,  Thanks for the response! However, when I run the same code as said above I get this error   <code> ""[Thu Jun 03 01:29:51 IST 2010]Using class twitter4j.internal.logging.StdOutLoggerFactory as logging factory. [Thu Jun 03 01:29:51 IST 2010]Use twitter4j.internal.http.HttpClientImpl as HttpClient implementation. Failed:Connection refused: connect"" </code> I am able to get the public timeline using the getPublicTimeLine() function."	twitter4j.internal.logging.StdOutLoggerFactory	0	1	0	0	o
"You shouldn't have to authenticate to do this, are you not able to use the code above to get the public timeline of google or your own page? What are you using for paging? Could you try with just ""username"" as the only parameter to getUserTimeline()"	username	0	1	1	0	o
You need to set your authentication keys -- fill in the values in ConfigurationBuilder	ConfigurationBuilder	0	0	0	1	o
"I get an error, 'Authentication credentials are missing', unless I use the access tokens as well."	tokens	0	1	0	0	o
"tail, traditionally should return the the list minus its head. That's what you get in any functional language."	tail	0	0	0	1	o
"Finally, someone knows what ,tail(), is supposed to be."	tail()	0	0	0	1	o
"If you think that calling head / tail on empty list is exceptional, you are welcome to throw an exception. Note though, that many list processing idioms (especially recursive / functional) consider such situation perfectly valid."	exception	0	1	0	1	o
This sounds like the argument Oracle used for not having booleans in their database.	booleans	0	1	0	1	o
"""Get last"" isn't the same as ""tail""."	tail	0	0	0	1	o
"The question gets the definition of tail() wrong, and the answers reproduce that mistake."	tail()	0	0	0	1	o
"This answer copies the mistake in the question, which gives an incorrect definition of tail(). Tail means the list sans the head, not the last element of the list."	tail()	0	0	0	1	o
"To LawrenceDol your definition is not the only one. For example, check out javadoc for ,Deque.peekLast, ,the tail of this deque, or null if this deque is empty,. Documents for Java collections define tail as the last element. Original question also uses this definition."	Deque.peekLast	0	1	0	0	o
"This answer also reproduces the mistake in the question, which gives the incorrect definition of tail.  A tail functions returns the list without the head, so tail is actually ideally suited for a singly-linked list, not an array or doubly-linked list."	tail	0	1	0	1	o
"possible duplicate of ,How to create your own library for Android development to be used in every program you write?"	How	0	0	0	1	o
"Publish your project on GitHub. (Edit: sorry, meant to post this as comment not answer.)"	GitHub	0	0	0	1	o
"Check this tutorial ,github.com/danielemaddaluno/gradle-jcenter-publish"	github.com/danielemaddaluno/gradle-jcenter-publish	0	0	0	1	o
"There's an example here ,stackoverflow.com/a/30798785/3975649, using JitPack"	JitPack	0	1	0	1	o
This is really cool because it doesn't require projects that already use GitHub to upload to another repo. Too bad JitPack doesn't yet support the NDK.	This	0	1	0	0	p
"The ,guide, says users of the repository will also need to add ,jcenter(), to the ,repositories, section of their build.gradle."	jcenter()	0	0	0	1	o
"While this answer is correct, it does not meet the OP's question aspect for an alternative for the usage of To SuppressWarnings(""unused"")"	To	0	0	0	1	o
"Furthermore, I am ,unable to build the libraries, with gradle. I downloaded the resources from GitHub and renamed the folders as told in the readme, but ,gradle always fails, with an '* What went wrong: Could not determine the dependencies of task ':test'. > Configuration with name 'default' not found.' I don't know how to fix this, can you help? Right now I have copied the raw resource files into my eclipse project, but there must be a way to fix that gradle problem. I would appreciate any answers, Thanks in advance,  Lukas"	folders	0	1	0	0	o
"hello grkvlt! i have been able to figure this out but i'm stuck here on how to send and receive messages. please advise how to proceed. LukeLR, check the telegram-bot sample app! it resolves some of these issues of urs!"	telegram-bot	0	0	0	1	o
Serious difference here!	here	0	0	0	1	p
Is there any way to parse the same but using NewtonSoft?	NewtonSoft	0	1	0	0	o
"To MightyPork Good efforts. Keep it up. +1 for ,The goal is achieved by using system-specific commands,."	system-specific	0	0	0	0	o
"An improved version of MightyPork's class is available at ,github.com/jjYBdx4IL/github-utils/blob/master/src/main/java/com ,. Feel free to contribute improvements."	MightyPork's	0	0	0	1	p
"It was moved to ,github.com/jjYBdx4IL/misc/blob/master/swing-utils/src/main/java "	github.com/jjYBdx4IL/misc/blob/master/swing-utils/src/main/java	0	0	0	1	o
"To MightyPork have you considered wrapping this up as a library and distributing via bintray or similar? It'd be really useful for multiple projects to just be able to pull this in via a dependency. I'm happy to do so if you like, but since it's not my code I wouldn't want to without permission."	bintray	0	1	0	0	o
"Hi, thanks for your answer! I intended to maintain the identifier strings (e.g. ,Object1,), to be able to properly parse the Container class for its content, just like I would in JavaScript. Do you know how to go about that?"	Container	0	1	0	0	o
"That kinda beats the purpose of using JSON altogether. If I cannot mirror the object mapping style of JSON in JAVA, I might aswell write my own API. ;-) I'm basically trying to do the same thing as in this <a href="",stackoverflow.com/questions/2710137 ,> while somehow retaining the identifier strings."	JSON	0	1	0	0	o
"Yes, I know. You need to group those items in ,an array, in the JSON side, using the ,[, and ,], things to identify its start and end. Only then you can collect them in a ,List,. Check my answer and the code example in that topic once again. ,This tutorial, may also be useful I think."	JSON	0	1	0	1	o
"Hi, thanks for your answer. Actually, I wasn't so sure how GSON operates internally and consequently did not quite understand how to use it. I am now using custom parsing with Rhino instead, which is much more handy in my opinion. Java does not support nested data objects in the same simple way JavaScript does, so there is no real reason to not use Rhino for that kind of thing."	GSON	0	1	0	0	p
"Thank you much. I lost this step. 3) Be sure to deploy your API, otherwise your changes will not be live. (In API Gateway, select your API, then Actions > Deploy API)."	API	0	0	0	0	o
"The reason it required ,*/*, is because APIG stupidly requires the accept header to match.  So the client ,must, send ,Accept: image/jpeg, in order for the binary decoding to occur. Since chrome (all browsers?) send ,Accept: */*,, that makes it work."	stupidly	0	1	0	1	o
"Thank you for ,*/*, and the info that you have to deploy your api each time you change something!"	*/*	0	0	0	1	o
"The magic seems to happen by including ,isBase64Encoded, as ,true, in the response object. That does the trick for returning binary data."	isBase64Encoded	0	1	0	0	o
"You can access ,localhost:8080, from the ,android browser,? Probably not. ,localhost, means different things on all devices."	localhost8080	0	0	0	1	o
"try connecting to your device via localhost check ,this,, access your file and parse it"	localhost	0	0	0	1	o
To cricket_007: I can access my WLAN IPv4 address + URI from my android browser.  I have an api as follows:	WLAN	0	0	0	1	o
"/api/users which returns all users with a get request.  I can see the output JSON in my android chrome browser.  But when I make this call in my android device apk build, I do not get a connection."	JSON	0	0	0	1	o
"on your emulator browser, can you try 10.0.2.2:8080 ?"	10.0.2.28080	0	0	0	0	o
I get a successful response from my get request when I call my api via the emulator browser.	emulator	0	0	0	0	o
"I can access my rest url no problem from my tablet device browser, but when I access the same url from my apk build I do not get a connection."	url	0	0	0	1	o
"I think the question is subjective a bit: I, personally, don't like design decisions which lead to poor internal organization, like your all-classes-in-one-package case. But the right way of doing such things does not come up in mind right now."	bit	0	0	0	0	o
This is an excellent answer and the link to friend package was just the solution I was looking for.	This	0	0	0	0	p
I'm glad I could help.  I too needed a solution to this seemingly serious limitation of Java.  This pattern should be an ideal candidate for extending Java using Jetbrains MPS or other model-driven development tool.	This	0	1	0	0	o
"Well, you still have to make the internal abstract Accessor public (thus a part of API).  Worse, an evil user can provide his/her own AccessorImpl, thus forcing your internal package to use his/her own API instead. This will work until the Item class gets initialized and fires the IllegalStateException."	AccessorImpl	0	1	0	1	o
"This is one of those questions where depending on how it is worded, it might be appropriate for Programmers, but I feel like this is technical and implementation specific enough that it should probably be on StackOverflow."	This	0	0	0	0	o
To RobZ This really is not a Open Office specific question. My Open Office Situation here is just an example.	RobZ	0	0	0	1	n
I think the correct approach would be to file a bug to whoever released the problematic code.	code	0	0	0	1	o
"FYI, on May 2015 WhastAPI repo has been ""wiped away"" due to legal threats and it's not an option anymore."	WhastAPI	0	0	0	1	o
duplicated answer	duplicated	0	0	0	1	o
"If you have ,id,. What is the problem of doing ,saveOrUpdate(),?"	saveOrUpdate()	0	1	0	0	o
"Problem is that I do not have all information. I do not have valid state of hibernate objects. If I have 10 fields and change only field1, my object will have id and field1 populated. The rest are null. If I save/update I will lost all other data."	I	0	0	0	1	o
I'm thinking of making backend update service more granular (wasnt here when its designed) and more in rest fashion. problem is that is already used by bunch of applications. But from my point of view that could be the best. And then to call update only on parts that are changed.	backend	0	1	0	0	o
"As I said in question, the main problem is that I don't have all values, since I got from URL parameters ONLY what should be changed..."	I	0	0	0	1	o
"You may get some idea from here [,stackoverflow.com/questions/4722644 , also have look at [,javaworld.com/article/2077600/learn-java "	[javaworld.com/article/2077600/learn-java	0	0	0	1	o
"So in that case you need not host a https server, your java client will make a https connection request."	https	0	0	0	0	o
"i read ,link,, and truthfully didnt fully understood it, though from what i can get is that, it is establishing it self as an https connection, then on that part how does it connect to my API or how do i connect it to my API, and will the API automatically know that the connection is already secure? thanks"	link	0	0	0	1	o
is the API REST based?	based	0	0	0	1	o
"The API uses RESTful, SOAP and SMPP protocol."	API	0	1	0	0	o
"I suggest that you pick up a REST client library and explore what can be done with it. This one uses Grizzly for both client and server: ,stackoverflow.com/questions/1757295 "	Grizzly	0	1	0	0	p
"An alternative is to return a File object representing that path by calling toFile() and then calling ,its, exists() method."	toFile()	0	1	0	0	p
to CBroe : The page is public page. If so then how can I asked for permission ?	The	0	0	0	1	o
"JSR-256 is intended for J2ME, according to this: ,jcp.org/en/jsr/tech?listBy=1&listByType=platform"	JSR-256	0	0	0	1	o
"Yes, unfortunately the JSR-256 doesn't allow you to extend with your own sensors. You're limited to your device' sensors. In my case, I need to interface a sensor network that isn't part of a mobile device, so that isn't an option (apart from JSR-256 being meant for J2ME which rules it out to begin with)."	JSR-256	0	1	0	0	o
"Examples of sensors for temperature, humidity, and location (GPS) are given on pages 68-69 of version 1.2 of the JSR-256 spec."	JSR-256	0	0	0	1	o
"I've looked at android.hardware, but it's even less extensible than JSR-256, it's limited to Android, and it doesn't allow me to extend with my own sensors (aka being limited to the handset's sensors)."	JSR-256	0	1	0	0	p
"That is a good question. I guess I assumed it, because it was accepted as OpenJDK project. Anyway, I was wrong. Comment deleted."	it	0	0	0	1	o
